序号,section,题号,单词,音标,释义,Unnamed: 6,Unnamed: 7
211.0,S5,Q6,obligatory,[əˈblɪɡətɔri],强制的，义务的 required by a law or rule : mandatory,,
212.0,S5,Q7,diametrically,"[,daɪə'mɛtrɪkli]",截然地 completely opposed : being at opposite extremes,,
213.0,S5,Q7,adversarial,[ˌædvɚˈsɛrɪəl],对立的 involveing two people or sides who oppose each other,,
214.0,S5,Q7,antagonistic,[ænˌtæɡəˈnɪstɪk],敌对的 showing dislike or opposition : showing antagonism,,
215.0,S5,Q8,dichotomous,[daɪ'kɑtəməs],分成两部分的 dividing into two parts,,
216.0,S5,Q8,untenable,[ʌnˈtenəbl],(论据等）站不住脚的；not capable of being  defended against criticism or attack,,
217.0,S5,Q8,contradictory,[ˌkɑntrəˈdɪktəri],1. 无意冒犯的 not likely to bother or offend anyoneevents and might fail in what you are doing at any moment.other information : containing a contradiction,,
218.0,S5,Q8,subversive,[sʌbˈvɝsɪv],颠覆性的 Something that is subversive is intended to weaken or destroy a political systemor government.,,
219.0,S5,Q8,adduce,[əˈduːs],1.不能比较的或测量的argument,,
220.0,S5,Q8,myriad,[ˈmɪriəd],大量 a very large number of things,,
221.0,S5,Q9,minimal,[ˈmɪnɪməl],最小的 very small or slight in size or amount,,
222.0,S5,Q9,trifling,[ˈtraɪflɪŋ],微不足道的 small and unimportant,,
223.0,S5,Q9,marked,[mɑrkt],显著的 very noticeable,,
224.0,S5,Q9,conspicuous,[kənˈspɪkjʊəs],显眼的 very easy to see or notice,,
225.0,S5,Q9,intriguing,[ɪnˈtriːɡɪŋ],有趣的 extremely interesting,,
226.0,S5,Q9,deleterious,[ˌdeləˈtɪriəs],有害的 damaging or harmful,,
227.0,S5,Q10,crushing,[ˈkrʌʃɪŋ],"毁灭性的 A crushing defeat, burden, or disappointment is a very great or severe one.",,
228.0,S5,Q10,hazardous,[ˈhæzɚdəs],危险的 involving risk or danger,,
229.0,S5,Q10,momentous,[moˈmɛntəs],"重要的 important , consequential",,
230.0,S5,Q10,trivial,[ˈtrɪvɪəl],不重要的 not important,,
231.0,S5,Q10,precarious,[prɪˈkɛrərɪəs],1. 无意冒犯的 not likely to bother or offend anyoneevents and might fail in what you are doing at any moment.,,
232.0,S5,Q10,inconsequential,[ɪnˌkɑːnsɪˈkwenʃl],不重要的 not important,,
233.0,S6,Q1,discriminatory,[dɪˈskrɪmɪnətɔːri],1. 深刻，敏锐  a biting and caustic quality of style : incisivenessother people or groups of people,,
234.0,S6,Q1,incommensurable,"[,ɪnkə'mɛnʃərəbl]",1.不能比较的或测量的,impossible to measure or compare in value or size or excellence,
,,,,,2.不一致的；不相称的,not having a common factor,
235.0,S6,Q1,commensurate,"[kəˈmɛnsərɪt, -ʃə-]","相称，相似的，相当的；equal or similar to something in size, amount, or degree",,
236.0,S6,Q1,anachronistic,[əˌnækrəˈnɪstɪk],"1. 时代错误的 something such as a word, an object, or an event that is mistakenly placed ina time where it does not belong in a story, movie, etc.",,
,,,,,2. 过时的  out of date or old-fashioned,,
237.0,S6,Q1,innocuous,[ɪˈnɑːkjuəs],1. 无意冒犯的 not likely to bother or offend anyone,,
,,,,,2. 无害的 causing no injury,,
238.0,S6,Q2,devolve,[dɪˈvɑlv],1. 排除，根除 to put an end to or get rid of : removeperson or group at a lower level of authority,,
239.0,S6,Q2,acrimony,[ækrɪmoʊni],尖刻，严厉 bitter and angry feelings,,
240.0,S6,Q2,dissension,[dɪˈsenʃn],争辩，意见不合 disagreement and argument,,
241.0,S6,Q2,variance,[ˈvɛrɪəns],"1. 争论，不和 the fact or state of being in disagreement : dissention, dispute",,
,,,,,"2. 变化，差异 the fact, quality, or state of being variable or variant : difference, variation",,
242.0,S6,Q2,comity,[ˈkɑməti],和谐，友善 friendly social atmosphere : social harmony,,
243.0,S6,Q2,conformity,[kənˈfɔrməti],"1. 同意 correspondence in form, manner, or character : agreement",,
,,,,,1. 分配，分发 to deal out in portions3. 遵守 action in accordance with some specified standard or authority,,
244.0,S6,Q2,mordancy,['mɔrdnsi],1. 深刻，敏锐  a biting and caustic quality of style : incisiveness,,
,,,,,2. 尖酸，刻薄 a sharply critical or bitter quality of thought or feeling : harshness,,
245.0,S6,Q3,extrapolate,[ɪkˈstræpəleɪt],(从已知事实)推断 to form an opinion or to make an estimate about something from knownfacts,,
246.0,S6,Q3,virtue,[ˈvɝtʃʊ],1. 美德 a good and moral quality,,
,,,,,2. 优点 a commendable quality or trait : merit,,
247.0,S6,Q3,drawback,[ˈdrɔbæk],缺点 something that causes problems : disadvantage,,
248.0,S6,Q3,peculiarity,[pɪˌkjuːliˈærəti],"1. 怪癖; 古怪之处 the quality or state of  being unusual or peculiar : oddity, quirk",,
,,,,,2. 特性，特质 a distinguish characteristic,,
249.0,S6,Q3,dispense,[dɪˈspɛns],1. 分配，分发 to deal out in portions,,
,,,,,2. 执行 administer,,
,,,,,3. 豁免 to give dispensation to : exempt,,
250.0,S6,Q3,derive,[dɪˈraɪv],1. 获得 to take or get something from something else,,
,,,,,2. 源于，衍生 to have or take origin : come as a derivative,,
251.0,S6,Q4,persistent,[pəˈzɪstənt],坚持不懈的; 执著的 continuing to do something or try to do somethinf even though it isdifficult or other people are against it,,
252.0,S6,Q4,corruption,[kəˈrʌpʃən],贪污，腐败 dishonest or illegal behavior especially by powerful people such as governmentofficials or police officers,,
253.0,S6,Q5,flip,[flɪp],快速翻动 to cause something to turn or turn over quickly,,
254.0,S6,Q5,eliminate,[ɪˈlɪmɪnet],1. 排除，根除 to put an end to or get rid of : remove,,
,,,,,"2. 淘汰 to defeat and remove a team, player, etc. from a competition",,
255.0,S6,Q6,intrinsic,[ɪnˈtrɪnsɪk],"1. 驱逐，把…撤职  If someone is ousted from a position of power, job, or place, they areforced to leave it.intrinsic 这个词必须要记住英文释义中的 essential＝important ）",,
256.0,S6,Q6,atypical,[ˈeˈtɪpɪkl],"不典型的 not typical : irregular, unusual",,
257.0,S6,Q6,unavoidable,[ˌʌnəˈvɔɪdəbl],不可避免的 not avoidable : inevitable,,
258.0,S6,Q6,insurmountable,[ˌɪnsɚˈmaʊntəbl],不能克服的  impossible to solve or get control of : impossible to overcome,,
259.0,S6,Q6,improvise,[ˈɪmprəvaɪz],1. 即兴演讲，即兴表演 to speak or perform without preparation,,
,,,,,"2. 临时凑合 to make, invent, or arrange offhand",,
260.0,S6,Q6,shy away,[ʃaɪ] [əˈweɪ],回避，避开,,
261.0,S6,Q6,adversity,[ədˈvɝsəti],逆境 a difficult situation or condition : misfortune or tragedy,,
262.0,S6,Q6,victorious,[vɪkˈtɔrɪəs],"胜利的 having won a victory in a struggle, war, or competition",,
263.0,S6,Q6,evade,[ɪˈved],"1.回避谈论〔某事，尤因试图隐瞒〕to avoid talking about something, especially because you aretrying to hide something",,
,,,,,1.  批准; 认可 official permission or approval3.避开 to avoid sb/sth,,
264.0,S6,Q7,neutral,[ˈnʊtrəl],"1. 中立的 not support anyone in a disagreement, war, or contest",,
,,,,,2. 不动声色的 not decided or pronounced as to characteristics : indifferent,,
265.0,S6,Q7,betray,[bɪˈtre],1. 出卖; 背叛 to give information to an enemy,,
,,,,,"2. 显露，流露出 to reveal unintentionally :  show, indicate",,
266.0,S6,Q7,expel,[ɪkˈspɛl],1. 驱逐，逐出 to officially force someone to leave a place or organization,,
,,,,,2. 排出 to force out : eject <expelled the smoke from her lungs>,,
267.0,S6,Q7,endorse,[ɪnˈdɔrs],公开支持; 赞同 to publicly or officially say that you support or approve of someone orsomething,,
268.0,S6,Q7,oust,[aʊst],"1. 驱逐，把…撤职  If someone is ousted from a position of power, job, or place, they areforced to leave it.",,
,,,,,2. 代替 to take the place of : supplant,,
269.0,S6,Q7,sanction,[ˈsæŋkʃən],1.  批准; 认可 official permission or approval,,
,,,,,1. 掩饰；与…不符 to give a false impression ofthat is given to force a country to obey international laws by limiting or stopping trade,,
,,,,,"with that country, by not allowing economic aid for that country, etc.未经作者允许，禁止任何个人或机构把本词表用于商业目的",,
,第 21 页,版权所有，违者必究,,,nan,,
270.0,S6,Q7,condemn,[kənˈdɛm],1. 谴责; 责备 to say in a strong and definite way that someone or something is bad orwrong,,
,,,,,1. (动物、人、植物) 多产的 producing  young or fruit especially freely : fruitful3. 迫使 (陷于不幸的境地) to cause someone to suffer or live in difficult or unpleasant,,
,,,,,conditions,,
271.0,S6,Q8,nullify,[ˈnʌləˌfaɪ],1. 使无效 to cause something to lose its value or to have no effect,,
,,,,2. 使失去法律效力 to make something legally null,2. 使失去法律效力 to make something legally null,,
272.0,S6,Q8,obviate,[ˈɑːbvieɪt],消除; 使...成为不必要  to make something no longer necessary : to prevent or avoid,,
,,,,something,something,,
273.0,S6,Q8,mitigate,[ˈmɪtɪɡeɪt],"缓解，减轻 to make something less severe, harmful, or painful : mollify, alleviate, extenuate",,
274.0,S6,Q8,belie,[bɪˈlaɪ],1. 掩饰；与…不符 to give a false impression of,,
,,,,2. 证明…为虚假 to show something to be false or wrong,2. 证明…为虚假 to show something to be false or wrong,,
275.0,S6,Q8,mask,[mæsk],掩饰，遮盖 keep something from being known or noticed,,
276.0,S6,Q8,accentuate,[əkˈsɛntʃuet],"使突出，强调 to make something more noticeable : accent, emphasize, intensify",,
277.0,S6,Q9,rebellious,[rɪˈbɛljəs],1. 叛逆的 resisting treatment or management : refractory,,
,,,,"2. 反叛的 refusing to obey rules or authority or to accept normal standards of behavior,","2. 反叛的 refusing to obey rules or authority or to accept normal standards of behavior,",,
,,,,"dress,etc.","dress,etc.",,
278.0,S6,Q9,quirky,[ˈkwəːki],古怪的 a peculiar trait : idiosyncrasy,,
279.0,S6,Q9,flamboyant,[flæmˈbɔɪənt],"耀眼的,醒目的 的 having a very noticeable quality that attracts a lot of attention",,
280.0,S6,Q9,lucrative,[ˈlukrətɪv],有利可图的 producing wealth : profitable,,
281.0,S6,Q10,undue,[ˌʌnˈdu],过度的，过分的；不适当的  more than is reasonable or necessary : excessive,,
282.0,S6,Q10,scant,[skænt],1. 少量的; 不足的 very small in size or amount,,
,,,,,2. 节俭的 excessively frugal,,
283.0,S6,Q10,dwindle,[ˈdwɪndl],缩小; 减少 to gradually become smaller : shrink,,
284.0,S7,Q1,remarkable,[rɪˈmɑrkəbl],不同寻常的; 引人注目的 unusual or surprising : likely to be noticed,,
285.0,S7,Q1,felicitous,[fəˈlɪsɪtəs],1. 极为恰当的 very well suited or expressed : apt,,
,,,,,"2. 幸福愉悦的 pleasant, delightful",,
286.0,S7,Q1,prolific,[prəˈlɪfɪk],1. (动物、人、植物) 多产的 producing  young or fruit especially freely : fruitful,,
,,,,,2. (作家、艺术家或作曲家) 多产的 marked by abundant inventiveness or productivity <aprolific composer>,,
287.0,S7,Q1,enduring,[ɪnˈdʊrɪŋ],"持久的 lasting, durable",,
288.0,S7,Q1,abbreviate,[əˈbrivɪˈet],缩短 to make something shorter : shorten,,
289.0,S7,Q2,parallel,[ˈpærəlɛl],相似的 very similar and often happening at the same time,,
290.0,S7,Q2,bolster,[ˈbolstɚ],增强，支持 to make something stronger or better : to give support to something,,
291.0,S7,Q2,corroborate,[kəˈrɑbəret],证实 to support with evidence or authority : make more certain,,
292.0,S7,Q2,outstrip,[ˌaʊtˈstrɪp],"超过，胜过 to be better, greater, or larger than",,
293.0,S7,Q2,marvel,[ˈmɑrvl],"v. 感到惊讶 to feel great surprise, wonder, or admirationn. 奇迹 intense surprise or interest : astonishment",,
294.0,S7,Q3,meticulous,[məˈtɪkjələs],小心谨慎的 very careful about doing something in an extremely accurate and exact way,,
295.0,S7,Q3,all the more,[ɔl][ðə][mɔr],(反而)更加…. ( 老霍提示： GRE 填空题干中一出现 all the more ，all the more 前后的语义一般都有一种‘surprise'感觉）,,
296.0,S7,Q3,erudition,[ˌeruˈdɪʃn],博学 impressive knowledge that is learned by studying,,
297.0,S7,Q3,edifying,[ˈedɪfaɪɪŋ],"教诲的; 启示的 If you describe something as edifying, you mean that it benefits you in someway, for example by teaching you about something.",,
298.0,S7,Q3,scarce,[skɛrs],缺乏的，不足的 not plentiful or abundant,,
299.0,S7,Q3,discreet,[dɪˈskrit],1. 谨慎的 having or showing discernment or good judgment in conduct and especially inspeech : prudent,,
,,,,,"2. 谦虚的 modest, unpretentious",,
,,,,,"3. 不明显的 unobtrusive, unnoticeable",,
300.0,S7,Q3,nothing if not,[ˈnʌθɪŋ] [ɪf] [nɑt],极其 very,,
301.0,S7,Q4,precipitate,[prɪˈsɪpɪteɪt],adj. 仓促的 happening very quickly or too quickly without enough thought or planning,,
302.0,S7,Q4,tactful,[ˈtæktfl],"(说话,做事)有分寸的，圆通的 careful not to offend or upset other people",,
303.0,S7,Q5,erudite,[ˈɛrudaɪt],博学的 having or showing great academic knowledge,,
304.0,S7,Q5,judicious,[dʒuˈdɪʃəs],明智的 showing or having good judgement,,
305.0,S7,Q5,acrimonious,[ˌækrɪˈmoʊniəs],"尖刻的，辛辣的 caustic, biting, or rancorous especially in feeling, language, or manner",,
306.0,S7,Q6,fungible,[ˈfʌndʒəbl],"1. 缓解; 减轻 to make less painful, severe : easeanother equal part or quantity in the satisfaction of an obligation",,
307.0,S7,Q6,connoisseur,[ˌkɑnəˈsɝ],"鉴赏家 a person who knows a lot about something(such as art, wine, food,etc.) : expert in aparticular subject",,
308.0,S7,Q6,speculation,[ˌspɛkjuˈleʃən],(无根据的）推测 conjecture，surmise,,
309.0,S7,Q7,conjecture,[kənˈdʒɛktʃɚ],(无根据的) 推测 an opinion or idea formed without proof or sufficient evidence,,
310.0,S7,Q8,dampen,[ˈdæmpən],抑制 to check or diminish the activity or vigor of : deaden,,
311.0,S7,Q8,diffuse,[dɪ'fjus],"扩散,传播  to spread out over a large space : not concentrated in one area",,
312.0,S7,Q8,eclipse,[ɪˈklɪps],"1. 超过 to do or be much better than（sb or sth）：outstrip ,  surpass ,  excel",,
,,,,,2. 黯然失色  to make sth less important or popular,,
313.0,S7,Q8,deaden,[ˈdɛdn],"使减弱，削弱 if something deadens a feeling or a sound, it makes it less strong or loud :make something weaker or less noticeable",to,
314.0,S7,Q9,baseless,[ˈbeɪsləs],无根据的 not true and is not based on facts,,
315.0,S7,Q9,cliché,['kli:ʃei],陈词滥调 a trite phrase or expression,,
316.0,S7,Q9,insulting,[ɪnˈsʌltɪŋ],侮辱的 rude or offensive,,
317.0,S7,Q9,condescending,[ˌkɒndɪˈsendɪŋ],"1.不断困扰，折磨，使苦恼[usually passive 一般用被动态] to cause pain, suffering, or troubleto someone, especially for a long period of timepeople",,
318.0,S7,Q10,exacting,[ɪɡˈzæktɪŋ],1. 易惊的 easily excited or frighteneddemanding,,
319.0,S7,Q10,obscure,[əbˈskjʊr],1. 复杂难懂的 difficult to understand,,
,,,,,2. 没有名气的 not famous or prominent,,
,,,,,"3. 使……模糊不清 to make dark, dim, or indistinct",,
320.0,S7,Q10,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with,,
321.0,S7,Q10,opaque,[oˈpek],1. 难理解的 difficult to understand  or explain,,
,,,,,2. 不透光的 not letting light through : not transparent,,
322.0,S8,Q1,circumspect,[ˈsɜːrkəmspekt],谨慎的 careful to consider all circumstances and possible consequences : prudent,,
323.0,S8,Q1,circumspect,[ˈsɜːrkəmspekt],谨慎小心的 careful to consider all circumstances and possible consequences : prudent,,
324.0,S8,Q1,magisterial,[ˌmædʒɪˈstɪriəl],"权威的 of , relating to, or having the characteristics of a master or teacher : authoritative",,
325.0,S8,Q1,sanguine,[ˈsæŋɡwɪn],自信乐观的 confident and hopeful,,
326.0,S8,Q2,draconian,[drəˈkoʊniən],严厉的，苛刻的 very severe or cruel,,
327.0,S8,Q2,rapacious,[rəˈpeɪʃəs],贪婪的 excessively grasping or covetous,,
328.0,S8,Q3,self-serving,['self'sə:viŋ],自私自利的 having or showing concern only about your own needs and interests,,
